age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,capital-margin,capital-total,capital-margin-flag,workclass-occupation,race-sex,marital-status-relationship,workclass-education,occupation-education
41,5,239061,12,14,6,9,1,4,0,0,0,20,38,0,0,0,2,58,8,25,79,144
24,3,251603,11,9,4,0,3,4,0,0,0,40,38,0,0,0,2,26,8,19,47,11
40,3,125461,11,9,2,5,0,4,1,0,0,40,38,0,0,0,2,30,9,8,47,81
58,4,190763,9,13,2,9,0,4,1,0,0,40,38,1,0,0,2,46,9,8,61,141
46,5,182541,11,9,2,4,0,4,1,0,1672,50,38,0,-1672,1672,0,54,9,8,78,66
33,3,226296,11,9,2,7,0,4,1,0,1672,50,38,0,-1672,1672,0,32,9,8,47,112
41,3,32627,11,9,0,7,1,4,1,0,0,40,38,0,0,0,2,32,9,0,47,112
35,3,161496,15,10,0,11,1,4,1,0,0,50,38,0,0,0,2,36,9,0,51,178
47,3,172155,15,10,2,3,0,4,1,0,0,37,6,1,0,0,2,28,9,8,51,54
26,3,299810,11,9,4,11,1,4,0,0,0,50,38,0,0,0,2,36,8,17,47,174
73,3,105886,9,13,2,9,0,4,1,1173,0,75,38,0,1173,1173,1,34,9,8,45,141
32,3,19447,11,9,2,11,5,4,0,0,0,40,38,0,0,0,2,36,8,12,47,174
30,3,195576,15,10,4,9,3,4,1,3325,0,50,38,0,3325,3325,1,34,9,19,51,147
27,5,120126,15,10,2,3,0,4,1,0,0,40,38,0,0,0,2,53,9,8,82,54
32,5,63516,11,9,0,7,4,4,0,0,0,45,38,0,0,0,2,57,8,3,78,112
47,5,114222,7,12,2,3,0,4,1,0,0,25,38,0,0,0,2,53,9,8,74,46
67,3,120900,5,4,6,7,1,4,0,0,0,12,38,0,0,0,2,32,8,25,41,106
38,3,140854,9,13,2,12,0,4,1,0,0,40,38,1,0,0,2,37,9,8,45,187
25,3,201413,15,10,4,7,4,2,0,0,0,40,38,0,0,0,2,32,4,20,51,116
44,5,122749,11,9,2,2,0,4,1,0,0,35,10,0,0,0,2,52,9,8,78,34
19,8,229431,15,10,4,14,3,4,1,0,0,40,38,0,0,0,2,84,9,19,118,224
22,8,367655,15,10,4,14,3,4,1,0,0,40,38,0,0,0,2,84,9,19,118,224
52,3,225339,11,9,6,0,4,2,0,0,0,35,38,0,0,0,2,26,4,28,47,11
40,3,192381,15,10,2,2,0,4,1,0,0,50,38,1,0,0,2,27,9,8,51,38
34,3,301591,11,9,4,3,4,4,0,0,0,35,38,0,0,0,2,28,8,20,47,50
41,3,43467,9,13,0,7,1,4,0,0,0,99,38,0,0,0,2,32,8,0,45,110
45,3,92374,15,10,4,3,1,3,1,13550,0,60,18,1,13550,13550,1,28,7,17,51,54
50,3,27432,9,13,2,9,0,4,1,0,0,30,38,0,0,0,2,34,9,8,45,141
19,3,167140,15,10,4,7,3,4,1,0,1602,24,38,0,-1602,1602,0,32,9,19,51,116
64,4,307786,3,2,2,11,0,4,1,0,0,20,38,0,0,0,2,48,9,8,55,166
18,3,78045,1,7,2,5,3,4,1,0,0,40,38,0,0,0,2,30,9,11,37,72
32,3,113838,15,10,2,5,0,4,1,0,0,40,38,0,0,0,2,30,9,8,51,84
23,3,201664,11,9,2,0,2,4,1,0,0,40,38,0,0,0,2,26,9,10,47,11
43,6,230961,11,9,2,2,0,4,1,0,0,40,38,0,0,0,2,64,9,8,94,34
32,3,116539,9,13,2,3,0,4,1,0,1887,55,38,1,-1887,1887,0,28,9,8,45,48
43,3,170482,11,9,5,6,1,4,0,0,0,44,38,0,0,0,2,31,8,21,47,96
23,3,189072,9,13,4,12,1,2,0,0,0,45,38,0,0,0,2,37,4,17,45,187
32,0,145983,15,10,2,12,5,4,0,0,0,40,38,0,0,0,2,11,8,12,14,192
32,5,84119,11,9,2,2,0,4,1,0,0,45,38,0,0,0,2,52,9,8,78,34
60,5,264314,15,10,2,3,0,4,1,0,0,35,3,0,0,0,2,53,9,8,82,54
59,3,171015,15,10,4,0,3,4,0,0,0,34,38,0,0,0,2,26,8,19,51,15
51,3,40641,15,10,2,3,0,4,1,0,0,60,38,1,0,0,2,28,9,8,51,54
52,3,145409,15,10,2,13,0,4,1,15024,0,60,1,1,15024,15024,1,38,9,8,51,208
31,3,283268,9,13,4,9,4,4,0,0,0,36,38,0,0,0,2,34,8,20,45,141
37,5,73199,9,13,2,11,0,1,1,3137,0,77,40,0,3137,3137,1,60,3,8,76,172
47,4,209460,15,10,2,3,0,4,1,4386,0,40,38,1,4386,4386,1,41,9,8,66,54
45,3,148171,8,11,2,2,0,4,1,15024,0,40,38,1,15024,15024,1,27,9,8,44,31
43,0,287008,12,14,2,10,0,4,1,0,0,35,38,1,0,0,2,9,9,8,12,160
37,3,191342,3,2,2,2,0,1,1,0,0,40,0,0,0,0,2,27,3,8,39,26
25,3,131341,11,9,4,4,1,4,1,0,0,36,4,0,0,0,2,29,9,17,47,66
20,3,70076,15,10,4,6,3,4,0,0,0,40,38,0,0,0,2,31,8,19,51,100
32,3,157747,15,10,2,9,0,4,1,0,0,40,38,0,0,0,2,34,9,8,51,147
49,3,213668,12,14,2,11,0,4,1,0,0,40,38,1,0,0,2,36,9,8,48,175
21,3,452640,11,9,4,2,1,4,1,0,0,40,38,0,0,0,2,27,9,17,47,34
73,4,80986,11,9,2,11,0,4,1,0,0,20,38,0,0,0,2,48,9,8,63,174
45,1,53123,1,7,2,7,5,4,0,0,0,25,38,0,0,0,2,19,8,12,16,102
42,3,135056,11,9,4,11,3,4,0,0,0,40,38,0,0,0,2,36,8,19,47,174
21,8,113760,11,9,4,14,3,4,0,0,0,40,38,0,0,0,2,84,8,19,114,220
21,8,213055,15,10,4,14,4,3,0,0,0,40,38,0,0,0,2,84,6,20,118,224
28,8,389857,11,9,2,14,2,4,1,0,0,16,38,0,0,0,2,84,9,10,114,220
19,3,229516,5,4,4,6,2,4,1,0,0,40,38,0,0,0,2,31,9,18,41,90
24,3,199555,8,11,4,11,4,4,1,0,0,5,38,0,0,0,2,36,9,20,44,171
38,3,30529,11,9,2,5,0,4,1,3411,0,40,38,0,3411,3411,1,30,9,8,47,81
52,3,30908,11,9,2,4,0,4,1,0,0,60,38,0,0,0,2,29,9,8,47,66
22,3,186573,11,9,4,13,1,4,0,0,0,46,38,0,0,0,2,38,8,17,47,204
17,3,169658,0,6,4,7,3,4,0,0,0,21,38,0,0,0,2,32,8,19,36,101
49,1,116892,9,13,0,9,1,2,0,0,0,40,38,0,0,0,2,20,4,0,24,141
37,3,259284,11,9,4,13,1,2,1,0,0,50,38,0,0,0,2,38,5,17,47,204
21,3,421010,1,7,2,2,0,4,1,0,0,60,38,0,0,0,2,27,9,8,37,24
22,3,263398,15,10,4,12,1,4,1,0,0,50,38,0,0,0,2,37,9,17,51,192
28,3,163320,11,9,4,13,3,4,1,0,0,40,38,0,0,0,2,38,9,19,47,204
69,5,128206,11,9,2,12,0,4,1,0,0,30,38,0,0,0,2,61,9,8,78,189
30,3,77266,11,9,2,2,0,4,1,0,0,60,38,0,0,0,2,27,9,8,47,34
28,5,31717,11,9,2,2,0,4,1,0,0,40,38,0,0,0,2,52,9,8,78,34
44,3,211531,15,10,2,3,0,4,1,0,0,50,38,0,0,0,2,28,9,8,51,54
47,0,231797,9,13,2,3,0,4,1,0,1977,55,38,1,-1977,1977,0,3,9,8,9,48
45,4,181307,14,15,2,9,0,4,1,15024,0,43,38,1,15024,15024,1,46,9,8,65,146
24,6,247075,11,9,4,0,4,2,0,0,0,20,38,0,0,0,2,63,4,20,94,11
27,3,111900,15,10,4,9,1,4,1,0,0,40,38,0,0,0,2,34,9,17,51,147
38,3,436361,11,9,0,7,1,4,0,0,0,75,38,0,0,0,2,32,8,0,47,112
23,3,103064,9,13,4,12,1,4,0,0,0,40,38,0,0,0,2,37,8,17,45,187
31,3,104509,15,10,5,7,4,4,0,0,0,35,38,0,0,0,2,32,8,24,51,116
31,3,197886,9,13,2,3,0,4,1,0,0,50,38,1,0,0,2,28,9,8,45,48
40,3,144928,15,10,0,2,1,4,1,0,0,40,38,0,0,0,2,27,9,0,51,38
46,3,110794,15,10,4,0,1,4,0,0,0,40,38,0,0,0,2,26,8,17,51,15
37,3,159917,6,5,5,7,4,4,0,0,0,25,38,0,0,0,2,32,8,24,42,107
29,3,57889,9,13,2,11,0,4,1,0,0,45,38,1,0,0,2,36,9,8,45,172
23,3,396099,11,9,4,7,1,4,0,0,0,25,38,0,0,0,2,32,8,17,47,112
74,5,292915,9,13,2,3,0,4,1,0,1825,12,38,1,-1825,1825,0,53,9,8,76,48
23,3,250743,15,10,0,0,1,2,1,0,0,40,38,0,0,0,2,26,5,0,51,15
61,0,28291,9,13,2,3,5,4,0,0,0,40,38,0,0,0,2,3,8,12,9,48
45,3,188998,12,14,0,9,1,4,1,0,0,38,38,0,0,0,2,34,9,0,48,144
30,3,154882,14,15,6,7,1,4,1,0,0,35,38,0,0,0,2,32,9,25,50,115
46,3,30111,11,9,2,3,0,2,1,0,0,40,38,1,0,0,2,28,5,8,47,50
52,3,389270,8,11,0,0,1,4,0,0,0,36,38,0,0,0,2,26,8,0,44,8
22,6,292933,9,13,4,0,3,4,0,0,0,10,38,0,0,0,2,63,8,19,92,9
57,3,225927,0,6,2,6,0,4,1,0,0,40,38,0,0,0,2,31,9,8,36,85
29,8,108126,6,5,5,14,3,4,0,0,0,40,38,0,0,0,2,84,8,23,109,215
63,3,192849,9,13,0,7,1,4,0,0,0,10,38,0,0,0,2,32,8,0,45,110
25,3,184303,5,4,4,8,2,4,0,0,0,40,12,0,0,0,2,33,8,18,41,122
36,3,93461,11,9,2,2,5,4,0,0,0,30,38,0,0,0,2,27,8,12,47,34
37,3,545483,7,12,2,4,0,4,1,0,0,40,38,0,0,0,2,29,9,8,43,62
48,3,320421,11,9,2,11,0,4,1,0,0,50,38,0,0,0,2,36,9,8,47,174
51,3,184529,11,9,2,11,0,4,1,0,1977,50,38,1,-1977,1977,0,36,9,8,47,174
40,3,121466,11,9,0,0,1,4,1,0,0,40,38,0,0,0,2,26,9,0,47,11
37,0,334314,11,9,0,0,4,4,0,0,0,40,38,0,0,0,2,0,8,3,11,11
41,3,349221,11,9,4,2,3,2,0,0,0,35,38,0,0,0,2,27,4,19,47,34
18,3,406491,15,10,4,0,1,4,0,0,0,40,38,0,0,0,2,26,8,17,51,15
34,1,246104,12,14,2,9,0,2,1,0,0,40,38,0,0,0,2,20,5,8,27,144
20,3,258730,11,9,4,8,3,4,0,0,0,40,38,0,0,0,2,33,8,19,47,128
31,3,442429,11,9,5,2,4,4,0,0,0,40,25,0,0,0,2,27,8,24,47,34
35,3,219546,15,10,4,2,1,4,1,0,0,45,10,0,0,0,2,27,9,17,51,38
23,3,195532,9,13,4,3,3,4,0,0,0,40,38,0,0,0,2,28,8,19,45,48
56,5,115422,11,9,2,4,0,4,1,0,0,40,38,0,0,0,2,54,9,8,78,66
72,8,129912,11,9,2,14,0,4,1,0,0,25,38,0,0,0,2,84,9,8,114,220
53,3,177647,9,13,0,3,4,4,1,0,0,40,38,0,0,0,2,28,9,3,45,48
51,4,54342,14,15,0,9,1,4,1,27828,0,60,38,1,27828,27828,1,46,9,0,65,146
19,3,222866,0,6,4,4,2,4,1,0,0,40,38,0,0,0,2,29,9,18,36,55
63,3,20323,15,10,0,7,1,4,0,0,0,40,38,0,0,0,2,32,8,0,51,116
21,3,275726,11,9,4,2,3,2,1,0,0,40,38,0,0,0,2,27,5,19,47,34
54,0,439608,15,10,0,0,1,4,0,0,0,40,38,0,0,0,2,0,8,0,14,15
19,3,191986,0,6,4,11,4,4,0,0,0,40,38,0,0,0,2,36,8,20,36,163
27,3,247711,11,9,2,0,5,4,0,0,0,40,38,0,0,0,2,26,8,12,47,11
42,5,101593,9,13,2,3,0,4,1,0,0,60,38,1,0,0,2,53,9,8,76,48
21,3,228649,11,9,4,2,3,4,1,0,0,40,38,0,0,0,2,27,9,19,47,34
26,3,190330,9,13,4,7,1,4,1,0,0,30,38,0,0,0,2,32,9,17,45,110
21,8,277700,15,10,4,14,3,4,1,0,0,20,38,0,0,0,2,84,9,19,118,224
58,3,185459,11,9,2,13,0,4,1,0,0,45,38,0,0,0,2,38,9,8,47,204
38,3,304651,11,9,2,0,0,4,1,0,0,45,38,1,0,0,2,26,9,8,47,11
31,5,24504,11,9,4,2,4,4,1,0,0,50,38,0,0,0,2,52,9,20,78,34
40,3,181265,15,10,2,2,0,4,1,0,0,52,38,0,0,0,2,27,9,8,51,38
51,8,521665,15,10,2,14,0,4,1,0,0,24,38,0,0,0,2,84,9,8,118,224
56,3,65325,9,13,2,0,0,4,1,0,0,50,38,0,0,0,2,26,9,8,45,9
25,1,63996,11,9,0,0,1,4,0,0,0,40,38,0,0,0,2,13,8,0,26,11
72,5,138248,1,7,2,2,0,4,1,0,0,20,38,0,0,0,2,52,9,8,68,24
43,3,219424,9,13,4,3,1,2,0,0,0,50,38,1,0,0,2,28,4,17,45,48
24,3,211585,11,9,2,13,3,4,0,0,0,40,38,0,0,0,2,38,8,11,47,204
30,3,162442,9,13,2,9,5,4,0,7688,0,50,38,1,7688,7688,1,34,8,12,45,141
22,3,240063,11,9,4,5,3,4,1,0,0,40,38,0,0,0,2,30,9,19,47,81
38,6,314052,11,9,0,0,1,4,0,0,0,38,38,0,0,0,2,63,8,0,94,11
22,3,194848,11,9,4,4,3,4,1,0,0,40,38,0,0,0,2,29,9,19,47,66
33,3,104620,12,14,2,12,5,4,0,0,0,15,38,0,0,0,2,37,8,12,48,190
55,3,349304,9,13,2,3,0,4,1,0,0,40,38,1,0,0,2,28,9,8,45,48
47,3,128378,8,11,2,0,0,2,1,0,0,40,38,0,0,0,2,26,5,8,44,8
24,3,155172,7,12,0,6,1,4,1,0,0,40,38,0,0,0,2,31,9,0,43,92
28,3,119793,15,10,4,0,3,4,1,0,0,40,38,0,0,0,2,26,9,19,51,15
48,3,80651,11,9,0,6,1,4,0,0,0,55,38,0,0,0,2,31,8,0,47,96
63,3,264968,9,13,4,0,1,4,1,0,0,40,38,0,0,0,2,26,9,17,45,9
29,3,196420,11,9,4,3,1,4,0,0,0,45,38,0,0,0,2,28,8,17,47,50
50,3,234373,12,14,2,3,5,4,0,0,1485,40,38,0,-1485,1485,0,28,8,12,48,51
28,5,398918,9,13,4,9,1,4,1,0,0,50,38,1,0,0,2,58,9,17,76,141
55,3,32365,9,13,2,3,0,4,1,0,0,45,38,1,0,0,2,28,9,8,45,48
67,3,165082,11,9,4,0,1,4,0,0,0,38,38,0,0,0,2,26,8,17,47,11
20,6,444554,15,10,4,7,3,4,1,0,0,25,38,0,0,0,2,69,9,19,98,116
50,5,165001,14,15,2,9,0,4,1,99999,0,80,38,1,99999,99999,1,58,9,8,81,146
45,3,154174,11,9,2,2,0,4,1,0,0,50,38,0,0,0,2,27,9,8,47,34
37,3,140713,15,10,2,0,0,2,1,0,0,40,22,1,0,0,2,26,5,8,51,15
17,8,188758,0,6,4,14,3,4,1,0,0,14,38,0,0,0,2,84,9,19,103,209
40,3,285787,7,12,2,12,0,4,1,0,0,40,38,1,0,0,2,37,9,8,43,185
35,3,308945,11,9,0,12,4,4,0,0,0,75,38,0,0,0,2,37,8,3,47,189
24,0,228724,15,10,4,1,1,4,1,0,0,40,38,0,0,0,2,1,9,17,14,22
41,3,303510,11,9,2,3,0,4,1,0,0,40,38,0,0,0,2,28,9,8,47,50
50,3,166758,15,10,0,7,1,4,0,0,0,15,38,0,0,0,2,32,8,0,51,116
83,4,153183,9,13,2,3,0,4,1,0,2392,55,38,1,-2392,2392,0,41,9,8,61,48
25,3,154210,1,7,3,11,3,1,1,0,0,35,18,0,0,0,2,36,3,15,37,164
68,8,188102,11,9,2,14,0,4,1,0,0,8,38,1,0,0,2,84,9,8,114,220
19,3,303652,11,9,4,11,4,4,0,0,0,30,38,0,0,0,2,36,8,20,47,174
54,5,199741,11,9,6,2,1,4,1,0,2001,35,38,0,-2001,2001,0,52,9,25,78,34
47,3,326857,8,11,2,2,0,4,1,5013,0,40,38,0,5013,5013,1,27,9,8,44,31
29,3,83517,6,5,4,6,1,4,1,0,0,40,38,0,0,0,2,31,9,17,42,91
37,4,183800,7,12,2,11,0,4,1,0,1887,40,38,1,-1887,1887,0,48,9,8,59,170
38,3,247506,11,9,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,47,34
41,3,192107,9,13,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,45,32
41,1,42346,15,10,0,7,1,2,0,0,0,24,38,0,0,0,2,19,4,0,30,116
45,1,166181,11,9,0,7,3,2,0,0,0,40,38,0,0,0,2,19,4,2,26,112
21,3,215039,1,7,4,5,3,4,1,0,0,40,38,0,0,0,2,30,9,19,37,72
32,5,350624,2,8,2,2,0,4,1,0,0,40,38,0,0,0,2,52,9,8,69,25
38,3,201328,9,13,2,9,0,4,1,0,0,50,38,1,0,0,2,34,9,8,45,141
37,3,82521,15,10,2,9,0,4,1,4064,0,46,38,0,4064,4064,1,34,9,8,51,147
46,3,563883,11,9,2,2,0,2,1,0,0,60,38,1,0,0,2,27,5,8,47,34
36,3,292570,11,9,4,0,3,4,0,3325,0,40,38,0,3325,3325,1,26,8,19,47,11
36,3,144752,11,9,2,2,0,0,1,0,0,48,38,0,0,0,2,27,1,8,47,34
30,5,67072,9,13,3,2,1,4,1,6849,0,60,38,0,6849,6849,1,52,9,13,76,32
36,3,129263,11,9,6,7,1,4,0,0,0,40,38,0,0,0,2,32,8,25,47,112
50,1,96062,11,9,2,10,0,4,1,0,0,40,38,0,0,0,2,21,9,8,26,159
29,3,253799,2,8,4,3,1,4,1,0,0,42,8,0,0,0,2,28,9,17,38,41
51,1,96678,12,14,2,9,0,4,1,0,0,60,38,0,0,0,2,20,9,8,27,144
26,3,273876,11,9,4,7,1,4,1,0,0,60,38,0,0,0,2,32,9,17,47,112
22,3,306593,11,9,4,2,3,4,1,0,0,40,38,0,0,0,2,27,9,19,47,34
22,3,125010,8,11,4,8,1,4,0,0,0,30,38,0,0,0,2,33,8,17,44,125
33,3,164190,12,14,4,9,3,4,1,0,0,20,38,0,0,0,2,34,9,19,48,144
46,0,362835,7,12,2,9,0,4,1,0,0,40,10,1,0,0,2,8,9,8,7,139
17,3,31007,0,6,4,7,3,4,0,0,0,30,38,0,0,0,2,32,8,19,36,101
62,1,197218,11,9,6,7,1,4,0,0,0,18,38,0,0,0,2,19,8,25,26,112
47,3,34248,8,11,2,11,0,4,1,0,0,40,38,1,0,0,2,36,9,8,44,171
18,8,153302,11,9,4,14,1,4,0,0,0,40,38,0,0,0,2,84,8,17,114,220
34,8,73296,1,7,4,14,1,2,0,0,0,40,38,0,0,0,2,84,4,17,104,210
24,3,180060,12,14,4,3,3,4,1,6849,0,90,38,0,6849,6849,1,28,9,19,48,51
39,0,30916,15,10,2,3,0,4,1,0,1902,50,38,1,-1902,1902,0,3,9,8,14,54
32,5,33417,15,10,2,2,0,4,1,0,0,50,38,0,0,0,2,52,9,8,82,38
60,1,134768,15,10,2,10,0,4,1,0,0,40,38,0,0,0,2,21,9,8,30,162
46,4,192779,14,15,2,9,0,4,1,15024,0,60,38,1,15024,15024,1,46,9,8,65,146
24,8,35633,15,10,4,14,1,4,1,0,0,40,39,0,0,0,2,84,9,17,118,224
23,4,201682,9,13,4,0,3,4,0,0,0,35,38,0,0,0,2,39,8,19,61,9
18,3,243240,1,7,4,5,3,4,1,0,0,15,38,0,0,0,2,30,9,19,37,72
62,3,24515,6,5,2,3,0,4,1,0,0,40,38,0,0,0,2,28,9,8,42,45
29,3,161444,11,9,2,3,0,4,1,0,0,40,3,0,0,0,2,28,9,8,47,50
32,1,210448,15,10,2,2,2,4,1,0,0,40,38,0,0,0,2,14,9,10,30,38
52,3,204402,11,9,2,13,0,4,1,0,0,85,38,1,0,0,2,38,9,8,47,204
35,3,179579,12,14,2,3,0,4,1,0,1977,48,38,1,-1977,1977,0,28,9,8,48,51
20,3,27049,15,10,4,3,3,4,0,0,0,20,38,0,0,0,2,28,8,19,51,54
29,3,297544,11,9,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,47,34
39,3,56962,15,10,2,3,5,4,0,0,0,43,38,1,0,0,2,28,8,12,51,54
29,3,152951,11,9,2,5,0,4,1,0,0,40,38,0,0,0,2,30,9,8,47,81
36,3,89508,15,10,0,9,1,4,1,0,0,50,38,0,0,0,2,34,9,0,51,147
45,6,53768,12,14,0,3,1,4,0,0,0,70,38,0,0,0,2,65,8,0,95,51
35,3,99156,9,13,4,11,1,4,1,0,0,50,38,0,0,0,2,36,9,17,45,172
52,3,123780,11,9,2,0,5,4,0,0,0,38,38,0,0,0,2,26,8,12,47,11
31,3,177426,9,13,2,5,0,4,1,0,0,40,25,0,0,0,2,30,9,8,45,80
59,5,104216,14,15,2,11,0,4,1,0,0,25,38,0,0,0,2,60,9,8,81,177
27,3,309196,7,12,4,3,1,4,0,0,0,40,38,0,0,0,2,28,8,17,43,46
57,5,165922,11,9,2,2,0,4,1,0,0,50,38,0,0,0,2,52,9,8,78,34
20,8,112858,11,9,4,14,3,4,1,0,0,2,38,0,0,0,2,84,9,19,114,220
44,3,30126,15,10,0,0,4,4,0,0,0,40,38,0,0,0,2,26,8,3,51,15
18,3,109928,11,9,4,0,3,2,0,0,0,40,38,0,0,0,2,26,4,19,47,11
33,5,235271,9,13,0,11,1,4,1,0,0,50,38,1,0,0,2,60,9,0,76,172
34,3,269723,11,9,0,3,4,4,0,2977,0,50,38,0,2977,2977,1,28,8,3,47,50
40,3,110028,15,10,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,51,38
48,6,98010,12,14,2,9,5,4,0,0,0,16,38,1,0,0,2,70,8,12,95,144
52,4,132178,9,13,2,3,0,4,1,0,0,50,38,1,0,0,2,41,9,8,61,48
20,3,117222,15,10,4,12,3,4,1,0,0,15,38,0,0,0,2,37,9,19,51,192
24,3,137876,11,9,4,2,3,4,1,0,0,50,38,0,0,0,2,27,9,19,47,34
19,3,238474,1,7,4,6,3,4,1,0,0,40,38,0,0,0,2,31,9,19,37,86
32,3,206051,15,10,4,0,1,4,1,0,0,35,38,0,0,0,2,26,9,17,51,15
39,3,146091,9,13,2,9,5,4,0,0,0,20,38,1,0,0,2,34,8,12,45,141
19,3,255161,11,9,4,11,3,4,1,0,0,25,38,0,0,0,2,36,9,19,47,174
40,1,293809,9,13,2,9,0,4,1,0,0,20,38,0,0,0,2,20,9,8,24,141
51,3,237295,15,10,0,7,1,4,0,0,0,40,38,0,0,0,2,32,8,0,51,116
47,6,119458,11,9,2,10,0,0,1,0,0,40,38,0,0,0,2,71,1,8,94,159
47,3,173938,9,13,2,3,0,4,1,0,0,57,38,1,0,0,2,28,9,8,45,48
70,3,113401,0,6,6,11,1,4,0,0,0,40,38,0,0,0,2,36,8,25,36,163
36,3,156400,15,10,0,0,4,4,0,0,0,40,38,0,0,0,2,26,8,3,51,15
36,3,146625,1,7,6,7,4,2,0,0,0,12,38,0,0,0,2,32,4,28,37,102
55,0,107157,11,9,2,10,0,4,1,0,0,40,38,0,0,0,2,9,9,8,11,159
61,8,31285,5,4,5,14,1,4,1,0,0,40,38,0,0,0,2,84,9,21,108,214
43,3,69333,11,9,2,6,0,4,1,0,0,48,38,0,0,0,2,31,9,8,47,96
55,1,168790,11,9,2,13,0,4,1,0,0,44,38,0,0,0,2,24,9,8,26,204
54,8,108233,7,12,5,14,1,2,0,0,0,20,38,0,0,0,2,84,4,21,110,216
21,3,117210,15,10,4,11,3,4,1,0,0,45,38,0,0,0,2,36,9,19,51,178
62,3,252668,12,14,4,9,1,4,1,0,0,70,38,0,0,0,2,34,9,17,48,144
40,3,147099,9,13,2,9,5,4,0,0,0,5,38,0,0,0,2,34,8,12,45,141
28,3,191177,8,11,0,9,4,4,0,0,1726,40,38,0,-1726,1726,0,34,8,3,44,140
41,3,392167,0,6,0,11,1,4,1,0,0,48,38,0,0,0,2,36,9,0,36,163
42,3,184823,15,10,4,0,3,4,0,0,0,40,38,0,0,0,2,26,8,19,51,15
61,3,213700,9,13,2,11,0,4,1,0,0,32,38,1,0,0,2,36,9,8,45,172
21,3,212661,0,6,4,0,1,4,0,0,0,39,38,0,0,0,2,26,8,17,36,0
35,3,211494,9,13,4,3,1,4,1,0,1876,55,38,0,-1876,1876,0,28,9,17,45,48
21,6,194096,15,10,4,7,3,4,0,0,0,10,38,0,0,0,2,69,8,19,98,116
55,3,308373,15,10,2,3,5,4,0,0,0,40,38,1,0,0,2,28,8,12,51,54
29,3,203697,9,13,2,9,3,4,1,0,0,75,38,0,0,0,2,34,9,11,45,141
36,5,180686,14,15,2,9,0,4,1,0,0,50,38,0,0,0,2,58,9,8,81,146
42,3,121055,9,13,2,11,0,4,1,0,0,60,38,0,0,0,2,36,9,8,45,172
22,3,189950,9,13,4,9,1,4,1,0,0,55,38,0,0,0,2,34,9,17,45,141
68,3,146011,11,9,6,2,1,4,0,3273,0,42,38,0,3273,3273,1,27,8,25,47,34
34,3,57426,9,13,4,11,1,4,1,0,0,45,38,0,0,0,2,36,9,17,45,172
44,4,79521,9,13,2,4,0,4,1,15024,0,55,38,1,15024,15024,1,42,9,8,61,64
34,3,270488,9,13,4,9,3,4,0,0,0,40,38,0,0,0,2,34,8,19,45,141
19,8,170125,15,10,4,14,3,4,1,0,0,25,38,0,0,0,2,84,9,19,118,224
58,5,248841,11,9,2,11,0,4,1,15024,0,40,38,1,15024,15024,1,60,9,8,78,174
51,3,220019,7,12,0,9,1,4,0,0,0,40,38,0,0,0,2,34,8,0,43,139
41,1,210259,12,14,4,9,1,2,0,0,0,40,38,0,0,0,2,20,4,17,27,144
46,3,159869,9,13,2,3,0,4,1,0,0,40,38,1,0,0,2,28,9,8,45,48
58,3,109159,11,9,6,12,4,4,0,0,0,38,38,0,0,0,2,37,8,28,47,189
52,3,204226,11,9,0,11,1,4,1,0,0,45,38,0,0,0,2,36,9,0,47,174
31,4,467108,9,13,4,9,1,4,1,0,0,45,38,1,0,0,2,46,9,17,61,141
33,3,63925,4,3,4,6,1,4,1,0,0,35,38,0,0,0,2,31,9,17,40,89
23,3,27881,15,10,4,4,1,4,1,0,0,66,38,0,0,0,2,29,9,17,51,70
65,8,91262,11,9,2,14,0,1,1,0,0,48,38,1,0,0,2,84,3,8,114,220
49,3,236913,11,9,6,7,1,4,0,0,0,45,38,0,0,0,2,32,8,25,47,112
49,6,247378,15,10,0,9,1,4,0,0,0,20,38,0,0,0,2,70,8,0,98,147
60,3,101198,8,11,0,7,1,4,1,0,0,20,38,0,0,0,2,32,9,0,44,109
52,8,92968,12,14,2,14,5,4,0,15024,0,40,38,1,15024,15024,1,84,8,12,115,221
25,3,126974,11,9,4,2,3,4,1,0,0,40,38,0,0,0,2,27,9,19,47,34
31,3,98639,11,9,4,2,4,4,1,0,0,40,38,0,0,0,2,27,9,20,47,34
34,3,42900,9,13,2,3,0,4,1,0,0,50,38,1,0,0,2,28,9,8,45,48
20,3,352139,15,10,0,7,3,4,0,0,0,29,38,0,0,0,2,32,8,2,51,116
46,3,116952,5,4,2,9,5,4,0,0,0,45,38,0,0,0,2,34,8,12,41,137
60,3,197311,11,9,0,8,4,4,0,0,0,99,38,0,0,0,2,33,8,3,47,128
32,3,71540,15,10,0,9,1,4,1,0,0,40,38,0,0,0,2,34,9,0,51,147
43,3,196158,15,10,0,0,4,4,0,0,0,38,38,0,0,0,2,26,8,3,51,15
64,3,387669,3,2,2,13,0,4,1,0,0,40,38,0,0,0,2,38,9,8,39,196
30,3,213226,9,13,0,11,1,4,1,27828,0,40,38,1,27828,27828,1,36,9,0,45,172
